PB.10001:GPA33	GPA33
PB.106088:KYAT1+SPOUT1	KYAT1+SPOUT1
PB.106093:ENSG00000287234	ENSG00000287234
PB.106096:MIGA2	MIGA2
PB.106096:DOLPP1	DOLPP1
PB.106099:CRAT	CRAT
PB.106110:IER5L	IER5L
PB.106118:PTPA	PTPA
PB.106118:ENSG00000268707	ENSG00000268707
PB.106118:ENSG00000235007	ENSG00000235007
PB.106118:ENSG00000204055	ENSG00000204055
PB.106126:ENSG00000224307	ENSG00000224307
PB.106134:LINC02913	LINC02913
PB.106134:LINC01503+LINC02913	LINC01503+LINC02913
PB.106134:LINC01503	LINC01503
PB.106139:ENSG00000236146	ENSG00000236146
PB.106158:ENSG00000261334	ENSG00000261334
PB.106164:ENSG00000286078	ENSG00000286078
PB.106173:LINC00963	LINC00963
PB.106173:ENSG00000227619	ENSG00000227619
PB.106173:NTMT1	NTMT1
PB.106174:ASB6	ASB6
PB.106198:TOR1B	TOR1B
PB.106198:ENSG00000270755	ENSG00000270755
PB.106198:GPR107	GPR107
PB.106198:USP20	USP20
PB.106201:FNBP1	FNBP1
PB.106201:TOR1A	TOR1A
PB.106201:ENSG00000289226+FNBP1	ENSG00000289226+FNBP1
PB.106201:C9orf78	C9orf78
PB.106201:ENSG00000289226	ENSG00000289226
PB.106201:ENSG00000288956	ENSG00000288956
PB.106201:ENSG00000288924	ENSG00000288924
PB.106201:ENSG00000288924+FNBP1	ENSG00000288924+FNBP1
PB.106202:NCS1	NCS1
PB.106206:FUBP3	FUBP3
PB.106207:PRDM12	PRDM12
PB.106211:QRFP	QRFP
PB.106212:FIBCD1	FIBCD1
PB.106218:EXOSC2	EXOSC2
PB.106218:ABL1	ABL1
PB.106219:LAMC3	LAMC3
PB.106221:AIF1L	AIF1L
PB.106223:NUP214	NUP214
PB.106223:PRRC2B	PRRC2B
PB.106223:ENSG00000288841	ENSG00000288841
PB.106223:PLPP7	PLPP7
PB.106223:ENSG00000288841+PRRC2B	ENSG00000288841+PRRC2B
PB.106224:ENSG00000176868	ENSG00000176868
PB.106224:ENSG00000230289	ENSG00000230289
PB.106224:ENSG00000288727	ENSG00000288727
PB.106224:FAM78A	FAM78A
PB.106224:ENSG00000289000	ENSG00000289000
PB.106225:UCK1	UCK1
PB.106225:RN7SL328P	RN7SL328P
PB.106225:RAPGEF1	RAPGEF1
PB.106226:POMT1	POMT1
PB.10623:FASLG	FASLG
PB.10623:ENSG00000224000	ENSG00000224000
PB.10623:ENSG00000224228	ENSG00000224228
PB.106258:MED27	MED27
PB.106268:NTNG2	NTNG2
PB.106277:SETX	SETX
PB.106277:TTF1	TTF1
PB.106310:DDX31	DDX31
PB.106318:GTF3C4	GTF3C4
PB.106332:AK8	AK8
PB.106338:SPACA9	SPACA9
PB.106354:TSC1	TSC1
PB.106355:GFI1B	GFI1B
PB.106357:EEF1A1P5	EEF1A1P5
PB.106361:ENSG00000288989	ENSG00000288989
PB.106363:GTF3C5	GTF3C5
PB.106394:RALGDS	RALGDS
PB.106394:GBGT1	GBGT1
PB.1064:OTUD3	OTUD3
PB.106404:ABO	ABO
PB.106418:SURF2	SURF2
PB.106421:MED22	MED22
PB.106421:SURF1	SURF1
PB.106421:SURF1+SURF4	SURF1+SURF4
PB.106421:SURF4	SURF4
PB.106421:SURF6	SURF6
PB.106421:MED22+SURF6	MED22+SURF6
PB.106425:STKLD1	STKLD1
PB.106427:STKLD1	STKLD1
PB.106431:STKLD1	STKLD1
PB.106434:REXO4	REXO4
PB.106436:ADAMTS13	ADAMTS13
PB.106445:ADAMTS13	ADAMTS13
PB.106446:CACFD1	CACFD1
PB.106447:SLC2A6	SLC2A6
PB.106456:DBH-AS1	DBH-AS1
PB.106463:SARDH	SARDH
PB.106507:BRD3OS	BRD3OS
PB.106509:VAV2	VAV2
PB.106509:BRD3	BRD3
PB.106509:WDR5-DT	WDR5-DT
PB.106540:RXRA	RXRA
PB.106540:WDR5	WDR5
PB.106544:COL5A1	COL5A1
PB.106550:COL5A1	COL5A1
PB.106555:FCN2	FCN2
PB.106566:FCN1	FCN1
PB.106577:ENSG00000236403	ENSG00000236403
PB.106584:OLFM1	OLFM1
PB.106594:PPP1R26-AS1	PPP1R26-AS1
PB.106595:PPP1R26	PPP1R26
PB.106596:PPP1R26	PPP1R26
PB.106602:MRPS2	MRPS2
PB.106604:C9orf116	C9orf116
PB.106624:CAMSAP1	CAMSAP1
PB.106629:ENSG00000238058	ENSG00000238058
PB.106636:UBAC1	UBAC1
PB.106644:NACC2	NACC2
PB.106648:LINC02846	LINC02846
PB.106650:TMEM250	TMEM250
PB.106653:ENSG00000275329	ENSG00000275329
PB.106654:QSOX2	QSOX2
PB.106663:GPSM1	GPSM1
PB.106667:DNLZ	DNLZ
PB.106667:CARD9	CARD9
PB.106667:CARD9+DNLZ	CARD9+DNLZ
PB.106673:PMPCA	PMPCA
PB.106683:C9orf163	C9orf163
PB.106690:NALT1	NALT1
PB.106691:SNAPC4	SNAPC4
PB.106691:ENTR1	ENTR1
PB.106691:INPP5E	INPP5E
PB.106691:SEC16A	SEC16A
PB.106691:NOTCH1	NOTCH1
PB.106699:LINC01451	LINC01451
PB.106703:EGFL7	EGFL7
PB.106707:DIPK1B	DIPK1B
PB.106710:ENSG00000228401	ENSG00000228401
PB.106710:AGPAT2	AGPAT2
PB.106710:SNHG7	SNHG7
PB.106712:LCN10	LCN10
PB.106712:ENSG00000204003	ENSG00000204003
PB.106714:LCN6	LCN6
PB.106715:LCN8	LCN8
PB.106723:CCDC183-AS1	CCDC183-AS1
PB.106728:EDF1	EDF1
PB.106728:ENSG00000288873	ENSG00000288873
PB.106732:TMEM141	TMEM141
PB.106732:RABL6	RABL6
PB.106732:ENSG00000273066	ENSG00000273066
PB.106732:ENSG00000272896	ENSG00000272896
PB.106732:AJM1	AJM1
PB.106732:AJM1+PHPT1	AJM1+PHPT1
PB.106732:PHPT1	PHPT1
PB.106732:ENSG00000272679+TMEM141	ENSG00000272679+TMEM141
PB.106732:MAMDC4	MAMDC4
PB.106732:TRAF2	TRAF2
PB.106732:ENSG00000273066+TMEM141	ENSG00000273066+TMEM141
PB.106732:CCDC183+TMEM141	CCDC183+TMEM141
PB.106732:CCDC183	CCDC183
PB.106732:ENSG00000272679	ENSG00000272679
PB.106733:C8G	C8G
PB.106734:LCN12	LCN12
PB.106738:ENSG00000284341	ENSG00000284341
PB.106738:PTGDS	PTGDS
PB.106738:ENSG00000284341+PTGDS	ENSG00000284341+PTGDS
PB.106739:LCNL1	LCNL1
PB.106741:PAXX	PAXX
PB.106748:LINC02908	LINC02908
PB.106752:UAP1L1	UAP1L1
PB.106753:MAN1B1	MAN1B1
PB.106757:FBXW5	FBXW5
PB.106757:CLIC3	CLIC3
PB.106757:ABCA2	ABCA2
PB.106757:FUT7	FUT7
PB.106757:ENSG00000279073+NPDC1	ENSG00000279073+NPDC1
PB.106757:NPDC1	NPDC1
PB.106757:ENSG00000279073	ENSG00000279073
PB.106757:SAPCD2	SAPCD2
PB.106757:MAN1B1-DT	MAN1B1-DT
PB.106757:DPP7	DPP7
PB.106757:ENSG00000260190	ENSG00000260190
PB.106757:LRRC26	LRRC26
PB.106757:ANAPC2	ANAPC2
PB.106758:TPRN	TPRN
PB.106759:SSNA1	SSNA1
PB.106762:TMEM203	TMEM203
PB.106766:NDOR1	NDOR1
PB.106766:ENSG00000284976+NDOR1	ENSG00000284976+NDOR1
PB.106766:ENSG00000284976	ENSG00000284976
PB.106767:RNF208	RNF208
PB.106770:CYSRT1	CYSRT1
PB.106775:STPG3-AS1	STPG3-AS1
PB.106780:TUBB4B	TUBB4B
PB.106780:NELFB	NELFB
PB.106780:TOR4A	TOR4A
PB.106785:NRARP	NRARP
PB.106803:EXD3	EXD3
PB.106807:NSMF	NSMF
PB.106808:PNPLA7	PNPLA7
PB.106808:DPH7	DPH7
PB.106808:ZMYND19	ZMYND19
PB.106808:ARRDC1-AS1	ARRDC1-AS1
PB.106808:Metazoa+SRP	Metazoa+SRP
PB.106808:SETP5	SETP5
PB.106811:NOXA1	NOXA1
PB.106811:MRPL41	MRPL41
PB.106811:EHMT1	EHMT1
PB.106811:ARRDC1	ARRDC1
PB.106829:FAM157B	FAM157B
PB.106830:ENSG00000237419	ENSG00000237419
PB.10686:TNFSF4	TNFSF4
PB.10686:PRDX6-AS1	PRDX6-AS1
PB.10686:ENSG00000231615	ENSG00000231615
PB.106885:ZMYND11	ZMYND11
PB.106930:DIP2C	DIP2C
PB.106930:RN7SL754P	RN7SL754P
PB.106959:IDI1	IDI1
PB.106959:LARP4B	LARP4B
PB.106959:ENSG00000205740	ENSG00000205740
PB.106971:WDR37	WDR37
PB.106971:GTPBP4	GTPBP4
PB.106983:LINC00200	LINC00200
PB.107:RER1	RER1
PB.107026:ENSG00000289597	ENSG00000289597
PB.107029:PFKP-DT	PFKP-DT
PB.107047:PFKP	PFKP
PB.107047:ENSG00000278419	ENSG00000278419
PB.107048:PITRM1	PITRM1
PB.107051:ENSG00000236968	ENSG00000236968
PB.107092:KLF6	KLF6
PB.107093:ENSG00000288755	ENSG00000288755
PB.107100:ENSG00000288755	ENSG00000288755
PB.107103:ENSG00000287175	ENSG00000287175
PB.10714:PRDX6	PRDX6
PB.107140:ENSG00000236990	ENSG00000236990
PB.107147:ENSG00000236990	ENSG00000236990
PB.107191:AKR1E2	AKR1E2
PB.107191:AKR1C1	AKR1C1
PB.107191:ENSG00000224251	ENSG00000224251
PB.107191:AKR1C1+AKR1E2	AKR1C1+AKR1E2
PB.107191:AKR1C3	AKR1C3
PB.1072:PLA2G2D	PLA2G2D
PB.107204:ARL4AP3	ARL4AP3
PB.10721:RC3H1	RC3H1
PB.10721:CENPL	CENPL
PB.10721:CENPL+GAS5	CENPL+GAS5
PB.10721:RC3H1-IT1	RC3H1-IT1
PB.10721:RABGAP1L-DT	RABGAP1L-DT
PB.10721:GAS5	GAS5
PB.107215:ENSG00000287848	ENSG00000287848
PB.107215:AKR1C7P	AKR1C7P
PB.107215:LINC02561	LINC02561
PB.107215:AKR1C7P+LINC02561	AKR1C7P+LINC02561
PB.107215:AKR1C8P	AKR1C8P
PB.107238:NET1	NET1
PB.10724:KLHL20	KLHL20
PB.10724:LINC02776	LINC02776
PB.10724:RABGAP1L	RABGAP1L
PB.10724:ENSG00000225591	ENSG00000225591
PB.10724:GPR52	GPR52
PB.10724:RABGAP1L-IT1	RABGAP1L-IT1
PB.10724:ENSG00000237249	ENSG00000237249
PB.10724:RN7SKP160	RN7SKP160
PB.10724:DARS2	DARS2
PB.10724:ENSG00000289425	ENSG00000289425
PB.10724:ENSG00000225591+KLHL20	ENSG00000225591+KLHL20
PB.10724:GAS5-AS1	GAS5-AS1
PB.10724:ZBTB37	ZBTB37
PB.107243:ENSG00000287235	ENSG00000287235
PB.10725:NDUFAF4P4	NDUFAF4P4
PB.10725:ENSG00000235869	ENSG00000235869
PB.10725:ENSG00000287697	ENSG00000287697
PB.10725:ENSG00000237317	ENSG00000237317
PB.10725:BANF1P4	BANF1P4
PB.107251:ASB13	ASB13
PB.10726:CACYBP	CACYBP
PB.107261:GDI2	GDI2
PB.107261:ANKRD16	ANKRD16
PB.107264:TASOR2	TASOR2
PB.107264:FBH1	FBH1
PB.107264:NRBF2P5	NRBF2P5
PB.107264:ENSG00000272764	ENSG00000272764
PB.107274:IL15RA	IL15RA
PB.107274:ENSG00000232807	ENSG00000232807
PB.107301:IL2RA	IL2RA
PB.107317:PRKCQ	PRKCQ
PB.10732:MRPS14	MRPS14
PB.107322:RBM17	RBM17
PB.107322:LINC02656	LINC02656
PB.107322:ENSG00000288915	ENSG00000288915
PB.107322:PRKCQ-AS1	PRKCQ-AS1
PB.107322:LINC02648+PRKCQ-AS1	LINC02648+PRKCQ-AS1
PB.107322:LINC02648	LINC02648
PB.107322:PFKFB3	PFKFB3
PB.107322:LINC02649+PFKFB3	LINC02649+PFKFB3
PB.107322:RN7SKP78	RN7SKP78
PB.107322:LINC02649	LINC02649
PB.107352:SFMBT2	SFMBT2
PB.107352:ENSG00000287277	ENSG00000287277
PB.107352:ENSG00000289239	ENSG00000289239
PB.107353:ENSG00000278982	ENSG00000278982
PB.107373:KIN	KIN
PB.107373:ENSG00000233990	ENSG00000233990
PB.107382:ATP5F1C	ATP5F1C
PB.107382:TAF3	TAF3
PB.10739:KIAA0040	KIAA0040
PB.107390:GATA3-AS1	GATA3-AS1
PB.107411:GATA3	GATA3
PB.107411:ENSG00000232638	ENSG00000232638
PB.107445:ENSG00000226861	ENSG00000226861
PB.107608:ENSG00000230322	ENSG00000230322
PB.107609:CELF2	CELF2
PB.107649:ENSG00000271046	ENSG00000271046
PB.107652:ECHDC3	ECHDC3
PB.107654:USP6NL	USP6NL
PB.107666:PROSER2	PROSER2
PB.107677:UPF2	UPF2
PB.107677:ENSG00000289395	ENSG00000289395
PB.107677:NUDT5	NUDT5
PB.107689:CAMK1D	CAMK1D
PB.107689:DHTKD1	DHTKD1
PB.107689:SEC61A2	SEC61A2
PB.107689:CDC123	CDC123
PB.107700:CCDC3	CCDC3
PB.107700:SNRPGP5	SNRPGP5
PB.107702:ENSG00000234175	ENSG00000234175
PB.107702:ENSG00000228330	ENSG00000228330
PB.107706:OPTN	OPTN
PB.107713:BTBD7P1	BTBD7P1
PB.107714:MCM10	MCM10
PB.107730:PHYH	PHYH
PB.10774:TNR	TNR
PB.107749:ENSG00000289585	ENSG00000289585
PB.107751:SEPHS1	SEPHS1
PB.107752:BEND7	BEND7
PB.107764:FRMD4A	FRMD4A
PB.107765:ENSG00000282246	ENSG00000282246
PB.107765:PRPF18	PRPF18
PB.107765:ENSG00000239665+PRPF18	ENSG00000239665+PRPF18
PB.107765:ENSG00000239665	ENSG00000239665
PB.107765:ENSG00000282246+PRPF18	ENSG00000282246+PRPF18
PB.107794:FRMD4A	FRMD4A
PB.10782:LINC02803	LINC02803
PB.107874:FAM107B	FAM107B
PB.107883:HSPA14	HSPA14
PB.107883:ENSG00000284024	ENSG00000284024
PB.107884:SUV39H2	SUV39H2
PB.107884:MEIG1	MEIG1
PB.107884:RPP38	RPP38
PB.107886:DCLRE1C	DCLRE1C
PB.107886:CDNF	CDNF
PB.107886:FAM171A1	FAM171A1
PB.107886:SUV39H2-DT	SUV39H2-DT
PB.107886:DCLRE1C+DCLRE1CP1	DCLRE1C+DCLRE1CP1
PB.107886:ACBD7	ACBD7
PB.107886:NMT2	NMT2
PB.107886:PPIAP30	PPIAP30
PB.107944:MINDY3	MINDY3
PB.107964:PTER	PTER
PB.107964:ENSG00000287925+PTER	ENSG00000287925+PTER
PB.108:PEX10	PEX10
PB.108000:RSU1	RSU1
PB.108000:CUBN	CUBN
PB.108013:CUBN	CUBN
PB.108036:CUBN	CUBN
PB.108036:TRDMT1	TRDMT1
PB.108036:ENSG00000273153	ENSG00000273153
PB.108036:VIM-AS1	VIM-AS1
PB.108046:VIM	VIM
PB.108065:ST8SIA6-AS1	ST8SIA6-AS1
PB.108069:ST8SIA6	ST8SIA6
PB.10807:ENSG00000236021	ENSG00000236021
PB.1081:PLA2G2C	PLA2G2C
PB.108104:STAM	STAM
PB.108129:HACD1	HACD1
PB.108129:STAM-DT	STAM-DT
PB.108139:MRC1	MRC1
PB.108185:ARL5B	ARL5B
PB.108186:ENSG00000240291	ENSG00000240291
PB.108186:NSUN6	NSUN6
PB.108186:ENSG00000240291+NSUN6	ENSG00000240291+NSUN6
PB.108194:ENSG00000233968	ENSG00000233968
PB.108196:ENSG00000233968	ENSG00000233968
PB.108197:U3	U3
PB.108197:MALRD1	MALRD1
PB.1082:UBXN10	UBXN10
PB.108208:ENSG00000285852	ENSG00000285852
PB.10822:COP1	COP1
PB.108236:PLXDC2	PLXDC2
PB.10828:SEC16B	SEC16B
PB.108316:ENSG00000286881	ENSG00000286881
PB.108318:DNAJC1	DNAJC1
PB.108318:HNRNPRP1	HNRNPRP1
PB.108318:SKIDA1	SKIDA1
PB.108318:ENSG00000279623	ENSG00000279623
PB.108321:MLLT10	MLLT10
PB.108321:RN7SKP219	RN7SKP219
PB.108321:ENSG00000289528	ENSG00000289528
PB.108337:ENSG00000279631	ENSG00000279631
PB.108337:ENSG00000261671	ENSG00000261671
PB.108355:COMMD3	COMMD3
PB.108355:BMI1	BMI1
PB.108355:COMMD3-BMI1	COMMD3-BMI1
PB.108356:ENSG00000272516	ENSG00000272516
PB.108358:ENSG00000271981	ENSG00000271981
PB.108361:ENSG00000272366	ENSG00000272366
PB.108395:PIP4K2A	PIP4K2A
PB.108395:ENSG00000279819	ENSG00000279819
PB.108398:ARMC3	ARMC3
PB.108402:ARMC3	ARMC3
PB.108414:MSRB2	MSRB2
PB.108414:YWHAZP3	YWHAZP3
PB.108430:C10orf67	C10orf67
PB.108436:ENSG00000224215	ENSG00000224215
PB.108453:OTUD1	OTUD1
PB.108453:ENSG00000287124+OTUD1	ENSG00000287124+OTUD1
PB.10848:CRYZL2P	CRYZL2P
PB.108486:KIAA1217	KIAA1217
PB.108503:ENSG00000289188	ENSG00000289188
PB.108542:ARHGAP21	ARHGAP21
PB.108554:PRTFDC1	PRTFDC1
PB.108554:RN7SKP241	RN7SKP241
PB.108560:ENKUR	ENKUR
PB.108571:THNSL1	THNSL1
PB.108571:ENSG00000285859	ENSG00000285859
PB.108571:ENSG00000273107	ENSG00000273107
PB.108574:LINC00836	LINC00836
PB.108587:MYO3A	MYO3A
PB.108596:ENSG00000289350	ENSG00000289350
PB.108610:APBB1IP	APBB1IP
PB.108610:FAM238A	FAM238A
PB.108610:FAM238B	FAM238B
PB.108612:ABI1	ABI1
PB.108612:ENSG00000279212	ENSG00000279212
PB.108613:FAM238C	FAM238C
PB.108616:PDSS1	PDSS1
PB.108616:ENSG00000235843	ENSG00000235843
PB.108629:MASTL	MASTL
PB.108629:ENSG00000262412	ENSG00000262412
PB.108629:ENSG00000262412+ODAD2P1	ENSG00000262412+ODAD2P1
PB.108633:YME1L1	YME1L1
PB.108633:ACBD5	ACBD5
PB.108633:ANKRD26	ANKRD26
PB.108633:LRRC37A6P	LRRC37A6P
PB.108663:RAB18	RAB18
PB.108663:LINC02680	LINC02680
PB.108663:LINC02680+RAB18	LINC02680+RAB18
PB.10868:ENSG00000213058	ENSG00000213058
PB.10868:RASAL2	RASAL2
PB.108757:MPP7	MPP7
PB.108769:LINC02652	LINC02652
PB.108769:WAC-AS1	WAC-AS1
PB.108777:BAMBI	BAMBI
PB.108777:WAC	WAC
PB.108779:SVIL-AS1	SVIL-AS1
PB.108784:CKS1BP2	CKS1BP2
PB.108787:SVIL	SVIL
PB.108810:EEF1A1P39	EEF1A1P39
PB.108811:ENSG00000259994	ENSG00000259994
PB.108811:MTPAP	MTPAP
PB.10883:CLEC20A	CLEC20A
PB.108833:MAP3K8	MAP3K8
PB.108833:ENSG00000287420	ENSG00000287420
PB.10884:RALGPS2-AS1	RALGPS2-AS1
PB.10884:PTPN2P1	PTPN2P1
PB.108851:SVIL2P	SVIL2P
PB.108897:ZNF438	ZNF438
PB.108897:ZEB1-AS1	ZEB1-AS1
PB.108897:ENSG00000272914	ENSG00000272914
PB.108900:ZEB1	ZEB1
PB.108900:SPTLC1P1	SPTLC1P1
PB.108913:ENSG00000223834	ENSG00000223834
PB.108924:MACORIS	MACORIS
PB.10894:RALGPS2	RALGPS2
PB.10894:C1orf220+ENSG00000273384	C1orf220+ENSG00000273384
PB.10894:C1orf220	C1orf220
PB.10894:ENSG00000273384	ENSG00000273384
PB.108959:ENSG00000289412	ENSG00000289412
PB.108959:ARHGAP12	ARHGAP12
PB.108963:KIF5B	KIF5B
PB.108963:RN7SL825P	RN7SL825P
PB.108965:HMGB1P7	HMGB1P7
PB.108972:EPC1	EPC1
PB.108972:C1DP1	C1DP1
PB.108972:ITGB1	ITGB1
PB.108972:IATPR+ITGB1	IATPR+ITGB1
PB.108972:IATPR	IATPR
PB.108972:RN7SL847P	RN7SL847P
PB.108977:CCDC7	CCDC7
PB.108977:AK3P5	AK3P5
PB.108977:ITGB1-DT	ITGB1-DT
PB.108986:NRP1	NRP1
PB.108996:ENSG00000203565	ENSG00000203565
PB.109033:PARD3	PARD3
PB.109042:CUL2	CUL2
PB.109047:CREM	CREM
PB.109047:ATP6V1G1P4	ATP6V1G1P4
PB.109047:ENSG00000269952	ENSG00000269952
PB.109049:CCNY-AS1	CCNY-AS1
PB.109049:ENSG00000287945	ENSG00000287945
PB.109058:CCNY	CCNY
PB.109071:FZD8	FZD8
PB.109072:NAMPTP1	NAMPTP1
PB.109073:NAMPTP1	NAMPTP1
PB.109076:NAMPTP1	NAMPTP1
PB.109097:ENSG00000260137	ENSG00000260137
PB.109108:ZNF248	ZNF248
PB.109108:ENSG00000226578+ZNF248	ENSG00000226578+ZNF248
PB.109108:ZNF33BP1	ZNF33BP1
PB.109108:ZNF25	ZNF25
PB.109111:EIF3LP3	EIF3LP3
PB.109131:ENSG00000272983	ENSG00000272983
PB.109131:ZNF33A	ZNF33A
PB.109131:ZNF37A	ZNF37A
PB.109131:CCNYL4+ZNF37A	CCNYL4+ZNF37A
PB.109141:HSD17B7P2	HSD17B7P2
PB.109148:SEPTIN7P9	SEPTIN7P9
PB.109152:ENSG00000276805	ENSG00000276805
PB.109192:ENSG00000215146	ENSG00000215146
PB.109198:ENSG00000285884	ENSG00000285884
PB.109201:ZNF37BP	ZNF37BP
PB.109201:ZNF33B	ZNF33B
PB.109208:BMS1	BMS1
PB.10921:FAM20B	FAM20B
PB.10921:TOR3A	TOR3A
PB.109214:RET	RET
PB.109221:CSGALNACT2	CSGALNACT2
PB.109224:CSGALNACT2-DT	CSGALNACT2-DT
PB.109231:RASGEF1A	RASGEF1A
PB.109243:HNRNPF	HNRNPF
PB.109243:ENSG00000285712	ENSG00000285712
PB.109247:LINC02916	LINC02916
PB.109247:ZNF487	ZNF487
PB.109247:ENSG00000236114	ENSG00000236114
PB.109249:ENSG00000236114	ENSG00000236114
PB.10925:EIF4A1P11	EIF4A1P11
PB.10926:ABL2	ABL2
PB.109261:ZNF239	ZNF239
PB.109271:ZNF485	ZNF485
PB.109276:ENSG00000237389+ZNF32	ENSG00000237389+ZNF32
PB.109276:ZNF32	ZNF32
PB.1093:ENSG00000226664	ENSG00000226664
PB.109308:TMEM72-AS1	TMEM72-AS1
PB.109308:ENSG00000273363	ENSG00000273363
PB.10931:SOAT1	SOAT1
PB.109314:ZNF22-AS1	ZNF22-AS1
PB.109315:RASSF4	RASSF4
PB.109315:ZNF22	ZNF22
PB.109338:OR13A1	OR13A1
PB.109359:MARCHF8	MARCHF8
PB.109363:ZFAND4	ZFAND4
PB.109364:PARGP1	PARGP1
PB.109364:NCOA4	NCOA4
PB.109364:MSMB	MSMB
PB.109364:ANTXRLP1	ANTXRLP1
PB.109364:FAM21FP	FAM21FP
PB.109364:AGAP4	AGAP4
PB.109364:AGAP4+PARGP1	AGAP4+PARGP1
PB.109366:ALOX5	ALOX5
PB.109366:WASHC2C	WASHC2C
PB.109366:TIMM23	TIMM23
PB.109366:SNORA74C-1	SNORA74C-1
PB.109366:ENSG00000289092	ENSG00000289092
PB.109366:AGAP7P	AGAP7P
PB.109370:ANXA8L1	ANXA8L1
PB.109379:ENSG00000231187	ENSG00000231187
PB.109379:SHLD2P1	SHLD2P1
PB.109379:RHEBP1	RHEBP1
PB.109382:AGAP13P	AGAP13P
PB.109382:BMS1P1	BMS1P1
PB.109382:AGAP13P+BMS1P1	AGAP13P+BMS1P1
PB.109390:PTPN20	PTPN20
PB.109406:ENSG00000289299	ENSG00000289299
PB.109427:GDF10	GDF10
PB.10943:TOR1AIP2	TOR1AIP2
PB.10943:ENSG00000272906+TOR1AIP2	ENSG00000272906+TOR1AIP2
PB.10943:ENSG00000272906	ENSG00000272906
PB.109436:ENSG00000265630	ENSG00000265630
PB.109437:AGAP9	AGAP9
PB.109437:BMS1P2	BMS1P2
PB.109437:AGAP9+FAM25G	AGAP9+FAM25G
PB.109437:ENSG00000254929	ENSG00000254929
PB.109437:AGAP9+BMS1P2	AGAP9+BMS1P2
PB.109443:RHEBP2	RHEBP2
PB.109443:SHLD2P3	SHLD2P3
PB.10946:ENSG00000223450	ENSG00000223450
PB.10946:ENSG00000260360	ENSG00000260360
PB.109478:AGAP12P	AGAP12P
PB.109478:BMS1P7	BMS1P7
PB.109478:ENSG00000289444	ENSG00000289444
PB.109495:MAPK8	MAPK8
PB.109498:ENSG00000279822	ENSG00000279822
PB.109516:ARHGAP22	ARHGAP22
PB.109545:WDFY4	WDFY4
PB.109545:ENSG00000228403	ENSG00000228403
PB.109572:TMEM273	TMEM273
PB.109606:ERCC6	ERCC6
PB.109624:PARG	PARG
PB.109624:FAM21EP	FAM21EP
PB.10963:TOR1AIP1	TOR1AIP1
PB.10963:CEP350	CEP350
PB.10963:RN7SL230P	RN7SL230P
PB.109642:WASHC2A	WASHC2A
PB.109642:DYNC1I2P1	DYNC1I2P1
PB.109642:TIMM23B	TIMM23B
PB.109642:AGAP6+TIMM23B	AGAP6+TIMM23B
PB.109642:TIMM23B-AGAP6	TIMM23B-AGAP6
PB.109642:SNORA74C-2	SNORA74C-2
PB.109642:AGAP6+TIMM23B-AGAP6	AGAP6+TIMM23B-AGAP6
PB.109642:AGAP6	AGAP6
PB.109652:ENSG00000286401	ENSG00000286401
PB.109652:ENSG00000279863	ENSG00000279863
PB.109688:SGMS1	SGMS1
PB.109691:BEND3P1	BEND3P1
PB.109691:SGMS1-AS1	SGMS1-AS1
PB.109695:ASAH2B	ASAH2B
PB.109716:PRKG1	PRKG1
PB.10973:QSOX1	QSOX1
PB.109793:CSTF2T	CSTF2T
PB.1098:LINC01141	LINC01141
PB.109816:PRKG1	PRKG1
PB.109836:LNCAROD	LNCAROD
PB.109879:ZWINT	ZWINT
PB.109880:ENSG00000287016	ENSG00000287016
PB.109908:TPT1P10	TPT1P10
PB.109908:IPMK	IPMK
PB.109919:UBE2D1	UBE2D1
PB.109919:CISD1	CISD1
PB.109928:TFAM	TFAM
PB.109945:BICC1	BICC1
PB.109945:FAM133CP	FAM133CP
PB.109949:BICC1	BICC1
PB.10997:ACBD6	ACBD6
PB.109974:CCDC6	CCDC6
PB.109988:ENSG00000232682	ENSG00000232682
PB.11:MTCO1P12	MTCO1P12
PB.11:MTATP6P1	MTATP6P1
PB.11:LINC01409	LINC01409
PB.11:MTND1P23	MTND1P23
PB.11:MTND2P28	MTND2P28
PB.110056:ANK3	ANK3
PB.110063:RHOBTB1	RHOBTB1
PB.110064:ARL4AP1	ARL4AP1
PB.110064:ANK3-DT	ANK3-DT
PB.110064:CDK1	CDK1
PB.110068:RHOBTB1	RHOBTB1
PB.11008:XPR1	XPR1
PB.110080:LINC02625	LINC02625
PB.110111:ARID5B	ARID5B
PB.110161:RTKN2	RTKN2
PB.110176:ENSG00000285837	ENSG00000285837
PB.110176:ZNF365	ZNF365
PB.110214:ENSG00000238280	ENSG00000238280
PB.110219:ADO	ADO
PB.110233:NRBF2	NRBF2
PB.110234:JMJD1C	JMJD1C
PB.110255:REEP3	REEP3
PB.110255:TATDN1P1	TATDN1P1
PB.110255:ENSG00000270421	ENSG00000270421
PB.110255:JMJD1C-AS1	JMJD1C-AS1
PB.1103:CAMK2N1	CAMK2N1
PB.11031:KIAA1614	KIAA1614
PB.110397:AKR1B10P1	AKR1B10P1
PB.110409:SIRT1	SIRT1
PB.110409:ENSG00000272892	ENSG00000272892
PB.110414:DNAJC12	DNAJC12
PB.110414:HERC4	HERC4
PB.110414:RN7SL394P	RN7SL394P
PB.110414:RN7SL220P	RN7SL220P
PB.110414:POU5F1P5	POU5F1P5
PB.110415:LINC02640	LINC02640
PB.110428:RUFY2	RUFY2
